id,latitude,longitude
c85310d0-380b-41c4-9f25-2aab68fc8e46,41.118504,-8.619495
2d3b0a1d-6800-49ff-8462-4ab974a2e3f3,41.160757,-8.692287
53479676-4afe-4a6f-9297-d77e48ff3733,41.208455,-8.722463
dde9dfe6-ef4e-4567-be7f-997c2d575922,41.206109,-8.731624
fb75b99f-9b3d-4211-bebb-cb32677cdb32,41.197957,-8.618948
01f66fba-c87a-4272-bb3d-702aa6c3be1f,41.112621,-8.656051
c35cc490-b455-4986-b067-f356fa9b9a5b,41.149876,-8.738163
d87efb0b-8663-4128-9e12-97d9d1ea4b39,41.222307,-8.608706
f833079b-adf3-4d83-ad72-54c3ad8bf5e5,41.166383,-8.581427
724ece6a-450f-46a7-aed8-ba4725b226bc,41.167354,-8.658341
2b996aff-9c5c-438f-87af-f0dbdb8e01da,41.133156,-8.569194
5e6af30a-5bdc-49e7-9259-857bfa9895f5,41.226107,-8.73242
3940fac5-491b-421e-8a19-19b2a33d1be5,41.119411,-8.692589
744fc858-ea74-47f4-9979-9155b724b607,41.139515,-8.633622
3def5b28-968b-4248-9c5e-9adf9c0e89ca,41.146893,-8.622074
30369362-c10e-450b-9a1d-1c4df50b7eeb,41.219607,-8.69502
60f748e9-56fc-4526-8849-e17f4aef699c,41.226669,-8.585953
8f658175-db36-4fb6-a135-13a9bca0e569,41.147721,-8.705921
339c4366-2dcb-4d38-801b-e336e5058aba,41.136506,-8.563145
6f312a4b-a43b-486f-aabd-7575319f17d7,41.183787,-8.600339
1d1be506-f344-4e4a-9a6f-aefc131e841e,41.127353,-8.590399
645d4fcd-d199-44d0-8dd6-fdd91bb961bd,41.143556,-8.732642
77f3f8ee-0830-4666-bf3e-ff2722980f13,41.121141,-8.584849
89a0c745-bdc5-4208-a54f-a491aa754d83,41.138952,-8.584098
e56cfadc-95d4-4039-97b9-7f8db7fc912b,41.121863,-8.735504
4fcf435c-52bc-4013-92ae-c3118c1be4df,41.145785,-8.687065
8c468ad7-413b-48b9-b9d5-fce264ab1baf,41.225364,-8.686966
9023a468-9474-46dd-81d6-26358f237551,41.161317,-8.610892
69ef74d8-7e87-47fb-bf42-c383e844e67d,41.16507,-8.561545
638d6c3f-b490-4980-bea7-1d909d7a74a5,41.212785,-8.690369
4151d0c4-51ca-411e-8472-8db81bb58821,41.224755,-8.689561
635ba844-10ed-4030-ba6d-41b4f070a293,41.17352,-8.674319
dbce3877-5d22-4962-bb39-83578b2d1c65,41.133915,-8.62482
edd45f13-da2d-487d-9eee-d3c3c79520f0,41.10619,-8.569094
51e8fa30-1a78-497e-8e62-137aadee6ef5,41.125661,-8.605331
23f81c57-e7dc-4e7e-b42a-e0f2574c60c4,41.162789,-8.586763
28410e92-2c05-4819-8dfd-c205f7bf216c,41.19072,-8.599029
a89573f3-089a-45d0-8a44-be544179e599,41.117585,-8.658053
ef600768-c403-4740-8ba8-6e304f435c87,41.218908,-8.6216
7a09dda8-a5f9-468c-aced-a2f85283756a,41.208722,-8.603247
d89ea247-3300-4e17-8bd8-4c0572ec2bd4,41.160997,-8.61329
9a7b9a22-54f8-47dc-9c9e-73dd9230bde6,41.146336,-8.683826
c45d0c94-b8c9-4d43-bb52-961b78d54251,41.116858,-8.613663
1524a413-ba63-49b8-9785-0b327cc1de54,41.184825,-8.568467
1f643910-98a7-45ca-b944-173095228b4e,41.169675,-8.662846
1e710633-ac81-4cdd-9ef9-5a75a6f15ee4,41.090057,-8.685486
e052f9ec-9f86-426f-aa08-cba440a808c9,41.200006,-8.624734
386412f7-74af-4ec3-ad7c-6ada7d8a2a89,41.155098,-8.65599
05187a98-f822-4714-bc98-86759b49ade3,41.161564,-8.58919
9c09f132-3e29-40c3-bfa3-ba087a6bd2b4,41.193035,-8.614818
5e6e9b78-04cd-4343-ae8c-2f1fa71fd86a,41.162163,-8.619741
d911ca29-0b90-4952-8653-cb547228656b,41.103074,-8.55912
73bf7367-b0c7-42f4-8201-350498293021,41.184191,-8.697318
f2eeca04-5f09-42f6-8a76-66fbadf2d8b6,41.11063,-8.731219
ed0b8377-560e-45c9-915e-61f8e6c662e3,41.175578,-8.593987
019ebf9d-302b-4f56-a2b9-0f93c65d2dc3,41.148022,-8.620345
7db83f4a-20b1-4ced-bb8c-bb8b5d605814,41.190568,-8.667044
b625b7d4-752d-4c62-9700-e764561b60df,41.124158,-8.615349
2e6bae95-57de-433f-af6c-bc5d88b51c70,41.214972,-8.576516
4c9f4006-c0f7-4050-88e9-06d303d46c9b,41.104922,-8.659222
2b8f2e0f-5a67-44d7-8850-13f4693bdf59,41.202575,-8.607777
d1ca1299-f1e8-4c5f-8bc4-2ded16f7692f,41.097031,-8.692652
a1795e51-e242-4b53-8cda-6e0711e10e55,41.10699,-8.714666
9e230868-e9fb-4608-9942-5c5ceac2f109,41.183461,-8.5523
34b246bc-299b-4228-a85c-f7f55549bcd7,41.134422,-8.596502
b9f0a4b4-07d2-414a-a13c-ef2ab814fed4,41.175771,-8.603338
2b29f635-0050-4570-83f8-e363fb8c5f0d,41.149744,-8.567698
ce2b7559-94d6-463a-b1ed-b34150353633,41.215609,-8.598705
96b30b93-6cd8-415b-9bfb-c4943ea21a5d,41.15301,-8.597162
32790b32-5172-482e-a671-bac195827e2f,41.179273,-8.594495
4f791928-cbe0-4136-af91-eaeeec7a280a,41.157844,-8.694543
a3ad069e-d3c3-4506-a520-75de30c2e8fe,41.100848,-8.685712
658ff02d-cea8-489d-bfc9-f55e5c382a6a,41.137019,-8.570325
853e0799-087a-4041-b7f1-0daa9c93cd07,41.109372,-8.69606
063bf67c-ec7e-421f-a4a3-9e87d7d3b353,41.111393,-8.699349
d6d8574d-c5fb-4c61-88a3-755f7031dfce,41.147064,-8.636904
647dbf2e-9d0b-4771-9a26-c68398513d0e,41.098717,-8.581751
cfb2f27d-c2ea-4724-9775-41f54f083ce0,41.216677,-8.629025
538ae53c-e784-4412-930f-4b0070114fdc,41.092734,-8.572675
b89f582c-3a2c-4ad5-b9cb-ee0424cfafdd,41.143253,-8.73888
1c3a01d5-fe2c-4f29-b28a-06f8dfcd859c,41.131806,-8.665903
fe2225bf-1453-423b-a491-f7824e7bf0a0,41.22348,-8.660386
d66942e9-f1c7-4c90-8663-fa8e21e6a331,41.192849,-8.588025
3c496a8f-fec2-42a4-9f72-dd73fd6b1f03,41.120875,-8.69831
b0885bc7-aaa3-48ac-ba32-ffe4f9c735d0,41.15799,-8.666117
4fd18342-34d2-4c1e-9a60-03dfdf0bedf0,41.18508,-8.66318
05ab2012-9e98-4919-9483-c0c7a93619bb,41.207671,-8.565287
adfa4ee1-8111-490d-b34e-1bc4041a97f8,41.164777,-8.567684
b1a8834b-7946-4c78-9186-c086420553d0,41.169015,-8.734851
07d725a5-ca14-4edb-a5d2-e1a8e6e09afb,41.150006,-8.575298
7be3a160-cfb4-4c0a-a6ce-8844266dfe5a,41.09704,-8.66797
055380fd-fbf2-43ea-a690-f95a48332127,41.153658,-8.675875
9107fb04-710c-4fde-8115-0c372a7cee96,41.143078,-8.597118
ad88168a-2652-4a42-bef5-90f45f731db0,41.149019,-8.581367
57843555-b7a2-4770-be08-da6b2fa89804,41.092714,-8.63751
6b5c1749-e912-42b7-a934-b8d186d750a6,41.121391,-8.726963
f7e57f7c-e9c8-4d65-8453-80e4b7b1534b,41.095636,-8.734104
b270b64e-5f8a-4734-ab83-f5d26fbe3d53,41.11791,-8.736128
5f664d5e-e387-4229-8ceb-e9eeb3ac3fea,41.123396,-8.650023
b8b88d22-a604-4790-8e76-a8035df97568,41.168956,-8.698587
4bd56d09-9521-4d8b-8e2d-8a4a72805165,41.125874,-8.66991
ccc990a1-9053-45a8-a9e6-e519731c1124,41.175015,-8.597894
8405db91-f84c-418f-ab14-e1147a55e08f,41.198891,-8.708884
71461fd7-b5f1-494d-bd70-d10b84fc1e39,41.105134,-8.735121
ee68e42b-57da-41fa-bbbb-93d3369a5cf2,41.170612,-8.567475
85b303ad-ca40-44f6-b900-3addfd2765da,41.145532,-8.604147
65eedee9-3fd2-46f3-82b6-362045ce617b,41.172894,-8.582191
ed4711f2-cef5-4be4-8338-ef3b89b47f7f,41.104266,-8.593229
30f1a1d0-75b6-47b3-9a81-4043f8c30521,41.185796,-8.58695
0550bb12-ccd6-46bb-80e4-5463b09b53fd,41.227738,-8.591299
5249cfdb-d0b3-4db9-a2f2-f95403c96ed5,41.164584,-8.614311
5aea3027-d5b0-48d1-84db-5fdd0bc193a2,41.160835,-8.675166
3354476c-1550-45b9-81c7-6b4495ba86ae,41.148808,-8.646862
dd407d73-e63c-4afc-aed6-86843d85a6e7,41.22451,-8.619239
657708af-b789-48b7-a01b-103ac8b92717,41.154364,-8.710932
39eac486-f6e9-4164-8cea-c7f818aa340d,41.192731,-8.55656
326f00a5-a2c7-4bd2-bebc-ee3d4340df90,41.176228,-8.565273
e70d5925-6515-4dea-ba01-150fd253d250,41.15769,-8.657241
c2f67482-ebbe-4912-b384-685100e19e0d,41.172946,-8.678762
b8e22010-439e-4ae2-8f03-f3f4df2af42b,41.206302,-8.723534
c76eadb6-2dfd-4d74-a487-87642e3567c9,41.153112,-8.59741
2880b15d-55fb-43b1-a4f6-18951015e161,41.175446,-8.667992
c5da6cdc-02d2-4085-b860-3f84dce1016d,41.159203,-8.678247
2499f975-015c-46b2-a8cc-1f3f4cc28bec,41.119697,-8.588412
6af7a290-05ab-4355-a632-b682b1c3d10c,41.129152,-8.626731
aca32cba-9a7e-49ca-8346-e36948def4f3,41.128678,-8.738071
108a92d8-1b43-465a-802f-24edc24d1cab,41.101986,-8.603186
40fd35a2-468c-4d9c-a1d6-ccb3171c62a0,41.158629,-8.598694
bba5a3ae-6a02-4ffc-949e-ff8461f4b869,41.156653,-8.60475
ccf59fae-ee89-4f0f-bec1-a468f2dcf1ce,41.201011,-8.72232
20d13c31-24dd-4be9-ae72-8964caf1248b,41.146616,-8.693772
05707865-62fe-4cc0-a95a-090b9137eb4e,41.171418,-8.650081
cd8aa13e-1964-4901-8628-a540c6b976f8,41.138126,-8.55064
e470bb79-9faf-4d95-b7fe-a76b098d6589,41.136311,-8.606458
8fe5ec09-7a6e-4132-b769-4dd1b2fe1d30,41.132927,-8.696198
f3954018-04a0-40d6-a5cd-6b3569280751,41.116962,-8.717285
94d24752-8f6f-41a8-9a07-8de868a7b107,41.223123,-8.608869
0e91fc19-be8d-4e2c-834b-670bd09f828f,41.120294,-8.648002
8aaf30ca-bed1-46c0-ba69-3c8fe2958004,41.172542,-8.59556
d802a5dc-5aa4-4e64-931a-5b1dbc7d5bb8,41.12962,-8.7209
392d7041-097a-4f20-a40e-28b3e2788c24,41.123294,-8.683603
baa4cb7e-4b72-4fc9-96c1-d6e898bc26d4,41.132317,-8.605476
6b0e370e-217a-4087-b9fd-3e7cad3d8acc,41.128404,-8.554884
84fbf7f0-0a35-44cf-8747-880d6f6dc31e,41.130899,-8.560623
69a934c2-9f49-4b0b-b488-fe2c7314900c,41.211585,-8.646733
26c3a9f8-ff17-49c7-aa2b-4effcd302e85,41.091717,-8.685976
4ce7e854-7338-401c-9af2-ba3264fcfa2f,41.151666,-8.704971
9ef23bd6-48e6-4b7e-8a1e-a140724eca5f,41.125347,-8.576273
ff7f3766-c004-4fa7-a79e-ebdff90d2d36,41.205096,-8.663866
f59f00d4-1b81-43f2-81e3-6fc49446172e,41.170783,-8.609574
fdb89774-97de-40f4-9d38-56305476b950,41.110888,-8.63306
b485e454-e395-41d0-be3a-042fac899899,41.101925,-8.692844
2255740f-6462-4684-bafd-cec453f5f405,41.197022,-8.6248
deb6aaac-18e6-4778-b573-9607fbad0143,41.176579,-8.592618
5d0ec172-d605-48df-8b16-f1abf7ce7720,41.153072,-8.655883
babcc1b8-37fb-492a-8eeb-12ef07b07a3c,41.172394,-8.658522
ab4d79a3-85ca-41a6-b9ce-ffd715eeee78,41.176944,-8.62417
4da0eeb4-6304-452e-b6ab-0f38cbdf8bec,41.103893,-8.59508
059ba6e7-90ff-45a0-8651-b7a5a08e0df4,41.119544,-8.614519
744dcda6-9fc8-41e1-a828-3d3d6b858ede,41.123581,-8.635121
5a242f06-8f17-4604-9267-cfa10fe02404,41.090375,-8.654404
ef99fc77-0ca1-43ee-8399-25639122f903,41.155788,-8.733798
5b45da81-9799-4dfe-8f42-45e3f4aa435f,41.188974,-8.606432
dac6c17e-fef0-45bc-804a-893f434a35a9,41.099965,-8.695649
6cb20e8a-f29d-4f22-b73f-613414f51cf7,41.200296,-8.621239
2c6ca1fe-1f53-4376-a8ed-3b1141d7ac81,41.202547,-8.702414
e38c792a-c7f2-4da0-914c-b96657b6f2b2,41.166239,-8.616949
49e10126-fdee-4b97-9c7d-e0f060a4cd16,41.209009,-8.587739
2141add5-7faa-4616-9da0-176039fea1bf,41.098349,-8.589401
148f7877-0737-4d96-9d73-d647fd153aa6,41.194854,-8.631851
b401594a-a147-40d6-bc55-c9aee85a0ec8,41.151481,-8.650947
410d3e4f-fb1c-49d4-98f3-27d47de01e5d,41.187963,-8.560892
b5d5e2e2-847d-47b0-b3fd-fde02dfc21d8,41.165597,-8.656826
6c4d7c65-76ee-48b2-9b33-8f73d4c660d2,41.095581,-8.657915
1d399094-5cb2-4f06-861a-e58b8ad462cc,41.17452,-8.735086
8929ecb4-58cb-4c6c-822e-b8df8ed0757e,41.224668,-8.581168
6951aba8-95c7-460e-a824-cf4763ac1668,41.172197,-8.736058
ed9129f6-a139-4358-b91d-7f513f555b81,41.184119,-8.688793
c06a2e1d-9301-4e93-baa2-571f44892ec8,41.196835,-8.706714
3c99b5c2-8af5-4f12-9e26-46a877e3bfdb,41.181211,-8.565946
0c295e34-503e-4cc3-b0eb-0803867677cd,41.229572,-8.657182
9186ba57-1122-41fb-8730-d5920c28871c,41.158842,-8.722664
7017f066-7b51-4c47-a7be-eba8b7ba97c0,41.147169,-8.678999
ed72d4af-8999-46da-b526-a037ccd81081,41.112552,-8.694268
c68bb827-5cfb-4f4f-91d8-5b5df5e3ebfc,41.187114,-8.685239
af68359f-28c4-41e9-9a4c-802e3b42424f,41.146063,-8.595505
1a604210-9bd5-44ac-9202-820d3946d6de,41.153676,-8.680242
e8107bc3-0cf7-4eaa-a0a3-b2b1987009eb,41.106229,-8.593216
4d00d073-108d-4cb9-b51a-c69304a143da,41.162043,-8.552257
92c72456-5048-473a-be38-2f5a8da69c4f,41.211711,-8.652224
700ab05e-47fa-42a5-831c-b9df83d2722f,41.089215,-8.646312
e4d0e70f-9e12-45af-b3e0-01d7d2e99f07,41.195902,-8.621172
4c38c1f9-6545-4d11-8b0d-9ec32c2b4b22,41.097226,-8.689259
e32f4e76-d897-40af-a3d2-29648918382a,41.219874,-8.656758
51de426f-8e13-49cb-9f84-6a3075fd8737,41.15786,-8.734515
2d00e476-4e75-4912-8dbf-026be5773fd5,41.175242,-8.694533
779d0c8e-67d3-4a71-9204-6046e03f85fa,41.133505,-8.737402
705ddb9e-8d76-48da-87ee-915e7d653a8d,41.103049,-8.551471
0bcb80de-5ea3-4fdb-80b0-9c025450698a,41.105885,-8.560058
b355e9ab-d3be-4de9-845d-ea5ee1cded0a,41.2065,-8.645309
0822cd8e-e14e-4ae2-82e2-a1e1630092a5,41.130861,-8.605972
b372f741-f7bb-4875-8786-67c78ebb6c0c,41.206861,-8.553754
01f904ed-8593-4653-b14f-2992ddcf7709,41.15395,-8.712518
5e0892c5-0f2c-41af-8605-5186d1bf3e4c,41.219062,-8.643434
da85c5e3-6095-4e26-875d-e660157ff895,41.109111,-8.726736
602880f2-43b9-4e58-9639-4fe36255021b,41.200601,-8.661161
75a6f2db-4725-47c4-94bc-bee55ac97a6e,41.20028,-8.689237
8ce5fed2-8dc1-437d-a093-5b8f346ccb88,41.129597,-8.683274
443fb916-20a2-4ea1-a5fa-6ec72c7509d9,41.171189,-8.614611
5950485c-774b-4cac-932d-0333d777935f,41.110803,-8.63767
a0cb7091-a250-4d89-ad7e-bfb6af9aa340,41.136542,-8.595054
6067385f-8a31-410e-b3b3-3e9570952fb6,41.153748,-8.678862
b6c8fdca-985c-41f7-b993-97d47b292bda,41.227308,-8.694627
b23fb7d0-f4c7-4446-a383-9082b4aa2214,41.122699,-8.592647
296f7c1e-aa01-44b1-bb40-e01d70e1daeb,41.134545,-8.650135
47460d24-bcb4-41d6-9d55-040780450ed4,41.203597,-8.666645
bd36e1ab-178b-4740-aa37-e555dcf1c8c9,41.200935,-8.616116
f84fa8e1-e584-4838-8844-65741d2f1984,41.159346,-8.732966
e826137f-63dc-4252-8483-1f5a11df3a2c,41.22515,-8.676921
c303aa7f-4182-4dac-b4b6-9ff52e9ca854,41.212387,-8.656342
2d6c190e-fe13-4ca6-995e-7e1a3683605e,41.217462,-8.737084
24c03f12-6209-4339-b636-691bd4338e18,41.147397,-8.615592
7723d288-5ba8-4c25-8147-2dc2a8967b65,41.100476,-8.59151
68350e46-8a9e-485b-b56f-70d4ead8f224,41.137399,-8.608386
0689af80-36d1-4616-850c-3f91b7e58039,41.101244,-8.677573
e8d2c01a-f03c-400e-92e6-76b75152a697,41.210308,-8.667798
0f466cf1-3118-4333-811b-dfa89b35a80f,41.177752,-8.571387
ed19d359-a44e-48c6-ae32-231277522c14,41.212134,-8.733179
7951b441-01ac-4d6f-bcb5-107ef1b3b008,41.122868,-8.609964
b8968e2e-c3fc-4ca4-a0a0-ca5766670890,41.22964,-8.598114
71f0833b-32e8-4c70-9d44-12a246b8004f,41.226967,-8.59553
b2016079-05ae-4cef-b51f-080cb14a949d,41.212161,-8.655701
72cde107-ee49-4b74-a77c-6e4aeed70572,41.131925,-8.7345
353f324e-edcd-4f14-a601-0800679d98ff,41.20146,-8.68426
ddb7366e-4ce6-466c-8b9f-b901e1ab75f6,41.150296,-8.693602
72d5e9e0-38d8-48f9-9af3-2ad6a7271eb6,41.16923,-8.589421
2ac34ec8-835c-4f9e-8454-4daedce61ed9,41.11451,-8.624197
19e8ccf1-f227-467e-a9ea-da1e67d0e83f,41.176759,-8.694242
8648c98d-1e9b-40d8-9931-76cede6dd773,41.171642,-8.695884
cddb5fbe-3b9f-4638-9e3e-a25fe7dc742c,41.125557,-8.691488
af2e0aa8-f872-4626-a45f-1e1e4c9eb4f4,41.215847,-8.651602
5678a1cf-c796-4a39-baea-c5c1ec27d543,41.184866,-8.709985
b0c02e11-c6f9-4ab3-981d-4a9cfc6cb4ae,41.222333,-8.552346
4dd285a3-0e3e-42af-afed-708be19f1bf3,41.179451,-8.659381
2509a887-6cd2-496c-8058-a183ba619ffd,41.153957,-8.682597
6e1c5d2b-e267-470a-89f3-58996d6b673e,41.209467,-8.719736
b51b05c1-956a-4344-b079-990a5f702a37,41.170069,-8.630786
ca456c15-6966-4663-b3e9-17cdefad3933,41.131332,-8.554191
e1c7e551-5db8-48cb-ba72-d060b23df2ad,41.145413,-8.738461
c362d2db-659f-4e10-9ae4-bf9e715884e6,41.186012,-8.598513
d7e2aee0-a1c6-4340-8c8d-9815cd2d7c37,41.217486,-8.598417
ab5d46f5-40d1-4059-a8e6-22afa4f3d452,41.216582,-8.685623
c35a9c9c-39b6-4b47-a9f2-075c7174cb6b,41.122217,-8.587633
f47a0f84-d91c-4662-bb7a-014837c102af,41.179127,-8.622031
7ebab6bc-fdba-4abb-a59b-42bba2c5fc36,41.195781,-8.594181
4101a2af-84c1-4f85-bcbb-f6d5ec3e804b,41.207367,-8.620633
41b36e24-9c4e-4c88-b32e-301b6efb3ee9,41.177844,-8.73251
93bad8c5-6408-409d-8679-0f1092b3aa7b,41.151715,-8.629881
86d74840-0a96-40a5-9d39-f7d73f8e6a51,41.108398,-8.567171
71c2c9d7-f6b7-4ef5-9f98-a33941fa6c59,41.194647,-8.706628
038fc379-fdd5-462e-a8dc-a1a035a6bf40,41.200112,-8.573472
a7a5673c-0631-4a21-8092-54df7e2d5fdf,41.164319,-8.566437
e419c39a-4a75-44f6-9eed-400d3c06e216,41.113036,-8.566331
bc4f6d96-f72e-475d-8657-77a43165eb01,41.157459,-8.586767
aed5ac35-d943-45ee-a545-190c2f179231,41.211856,-8.587196
86c0862f-0674-4815-ab94-dbd67d18e1ac,41.224805,-8.713256
015077a5-6ab7-4800-a2b8-ee40a235f0c8,41.21042,-8.602399
544a13c5-c960-445a-9e77-a4d4de42003a,41.225418,-8.587128
491ed713-51eb-4da7-9764-88829c494fb1,41.102642,-8.665031
630494cb-e93d-49a4-8f1a-29918865237d,41.16512,-8.653591
5fded7a1-2a93-4f3c-9b80-011f7d9d2f66,41.194862,-8.690189
0192df5d-ce6b-4c8f-b0d9-629b42a0950f,41.205138,-8.561345
3c98d2cb-72f7-4fcd-8444-826866c03aa2,41.184477,-8.650419
4c23b848-9fc1-4181-9f49-985d66f09a1d,41.213793,-8.633333
cadbd58a-bbc6-49bd-964d-712e9b1d1b50,41.175412,-8.616946
4d0c7da0-ac94-43f2-adc4-71b71b997f60,41.20534,-8.567216
a173728c-b169-4863-8301-77a6095c088b,41.180894,-8.717832
53029a9e-1caf-4e3a-8d29-b9acea05ea25,41.222477,-8.682171
23dede67-b5e2-4a52-a7dc-6f3f3aac62eb,41.159115,-8.704449
78afa226-1123-48df-90d7-1630104a9b70,41.165257,-8.666157
a8f8e8dc-d1f2-49b3-bc5f-32e4ec40c5fa,41.183868,-8.598803
1b7d04ab-86cc-4dbd-b5d9-bbce2a3d978b,41.148678,-8.598969
0ecc09f4-d71e-4bd7-a332-564316b16851,41.213958,-8.615565
9e560fac-870f-48a0-94db-f0a201a2707a,41.158509,-8.662458
43eda095-2d6b-489a-b45b-111648e9821d,41.09458,-8.669599
e33289e5-a96f-4ea8-ab41-eaa8f00babd5,41.152257,-8.695139
fb5d1716-1855-478c-b283-ba853b1ff8bc,41.10391,-8.609721
bacca975-22e5-4c68-8680-eac42b89c0f4,41.216237,-8.617483
