route_code,stop_code,stop_name,latitude,longitude,zone_code,sequence,transport_type,zone_id,hex_color
507,PAL3,Palácio,41.149512,-8.625532,PRT1,4,BUS,12,#FCD116
507,PRG1,Pr. Da Galiza,41.153444,-8.626333,PRT1,5,BUS,12,#FCD116
507,BS1,Boavista - B.sucesso,41.156403,-8.62793,PRT1,6,BUS,12,#FCD116
507,BCM3,Boavista-casa Da Música,41.159458,-8.628619,PRT1,7,BUS,12,#FCD116
507,GRC1,Graciosa,41.162921,-8.627502,PRT1,8,BUS,12,#FCD116
507,CSBV,Casa De Saúde Da Boavista,41.164532,-8.632138,PRT1,9,BUS,12,#FCD116
507,SDP1,Sidónio Pais,41.164563,-8.637004,PRT1,10,BUS,12,#FCD116
507,FZIN1,Francos Z. Industr,41.169422,-8.644654,PRT2,11,BUS,12,#FCD116
507,RAEP1,Rot. A.e.p.,41.176894,-8.65371,PRT2,12,BUS,12,#FCD116
507,CONT,Continente,41.17983,-8.65704,MTS1,13,BUS,12,#FCD116
507,AZC1,Azenha De Cima,41.18017,-8.660622,MTS1,14,BUS,12,#FCD116
507,HSPH1,Hosp. P. Hispano,41.180811,-8.663612,MTS1,15,BUS,12,#FCD116
507,QSEC1,Quinta Seca,41.180529,-8.668902,MTS1,16,BUS,12,#FCD116
507,PREA1,Parque De Real,41.179668,-8.673422,MTS1,17,BUS,12,#FCD116
507,ESGZ1,E. Sec. G. Zarco,41.179361,-8.676833,MTS1,18,BUS,12,#FCD116
507,DNAP3,D. Nuno A. Pereira,41.179184,-8.679587,MTS1,19,BUS,12,#FCD116
507,CRV1,Carcavelos,41.179842,-8.681652,MTS1,20,BUS,12,#FCD116
507,MATC1,Matosinhos (cmm),41.182722,-8.68225,MTS1,21,BUS,12,#FCD116
507,GOA1,Goa,41.184318,-8.682632,MTS1,22,BUS,12,#FCD116
507,PQBT2,Pq Basílio Teles,41.1827,-8.685599,MTS1,23,BUS,12,#FCD116
507,BRTC4,Brito Capelo,41.181797,-8.690372,MTS1,24,BUS,12,#FCD116
507,GODH5,Godinho,41.181847,-8.692226,MTS1,25,BUS,12,#FCD116
507,LOTA1,Lota,41.183207,-8.693579,MTS1,26,BUS,12,#FCD116
507,SP1,S. Pedro,41.185394,-8.695655,MTS1,27,BUS,12,#FCD116
507,MATM1,Matosinhos Mercado,41.18767,-8.69337,MTS1,28,BUS,12,#FCD116
507,SMAT1,Senhor Matosinhos,41.188327,-8.685172,MTS1,29,BUS,12,#FCD116
507,RGDI3,Regadio,41.189507,-8.682279,MTS1,30,BUS,12,#FCD116
507,HIPD,Hipódromo,41.197589,-8.68371,MTS2,31,BUS,12,#FCD116
507,QTC1,Q.ta Da Conceicão,41.19509,-8.686557,MTS2,32,BUS,12,#FCD116
507,C61,Cais 6,41.193783,-8.689155,MTS2,33,BUS,12,#FCD116
507,QSTG1,Quinta De Santiago,41.191635,-8.692329,MTS2,34,BUS,12,#FCD116
507,PMV1,Ponte Movel,41.18995,-8.695849,MTS2,35,BUS,12,#FCD116
507,FTV1,Fonte Vila,41.188633,-8.697742,MTS2,36,BUS,12,#FCD116
507,FSCA1,Fresca,41.187434,-8.699484,MTS2,37,BUS,12,#FCD116
507,APDL1,Apdl,41.188056,-8.703097,MTS2,38,BUS,12,#FCD116
507,PLE1,Praia De Leça,41.189288,-8.70435,MTS2,39,BUS,12,#FCD116
507,PISM1,Piscina Das Marés,41.191926,-8.705357,MTS2,40,BUS,12,#FCD116
507,ESBN1,Esc. Sec. Boa Nova,41.193095,-8.700815,MTS2,41,BUS,12,#FCD116
507,IGRL3,Igreja De Leça,41.193639,-8.698861,MTS2,42,BUS,12,#FCD116
507,PCVL1,Pero Covilhã,41.196783,-8.700988,MTS2,43,BUS,12,#FCD116
507,SOLP1,Sol Poente,41.199022,-8.702263,MTS2,44,BUS,12,#FCD116
507,HMBC1,Humberto Cruz,41.198635,-8.699451,MTS2,45,BUS,12,#FCD116
507,CSLP1,C. Saúde Leça Palmeira,41.199311,-8.696794,MTS2,46,BUS,12,#FCD116
507,AMR3,Amorosa,41.200644,-8.696377,MTS2,47,BUS,12,#FCD116
507,REXP2,Rot. Da Exponor,41.201694,-8.694139,MTS2,48,BUS,12,#FCD116
507,FMAI2,Francisco Maia,41.204361,-8.692028,MTS2,49,BUS,12,#FCD116
507,LFC2,Leça F. Clube,41.204528,-8.688528,MTS2,50,BUS,12,#FCD116
507,IKEA1,Mar Shopping - Ikea,41.2093,-8.689555,MTS2,51,BUS,12,#FCD116
300,HSJ6,Hosp. S. João (urgência),41.183016,-8.601094,PRT3,1,BUS,12,#187EC2
300,ASP3,Asprela,41.181682,-8.595434,PRT3,2,BUS,12,#187EC2
300,ENX1,Enxurreiras,41.17957,-8.58809,PRT3,3,BUS,12,#187EC2
300,IARS1,Igreja Areosa,41.177118,-8.588047,PRT3,4,BUS,12,#187EC2
300,DESS1,Dr. Eduardo Santos Silva,41.174499,-8.587836,PRT3,5,BUS,12,#187EC2
300,BRRS2,Barrocas,41.171884,-8.587983,PRT3,6,BUS,12,#187EC2
300,CF4,Conde Ferreira,41.169599,-8.588872,PRT3,7,BUS,12,#187EC2
300,ANT2,Antas (l. Cidadão),41.164927,-8.589178,PRT1,8,BUS,12,#187EC2
300,MAV2,Monte Aventino,41.163168,-8.590407,PRT1,9,BUS,12,#187EC2
300,SCRP6,S. Crispim,41.160442,-8.592356,PRT1,10,BUS,12,#187EC2
300,ESR2,Esc.soares Dos Reis,41.15737,-8.594116,PRT1,11,BUS,12,#187EC2
300,BL2,Barros Lima,41.154462,-8.595791,PRT1,12,BUS,12,#187EC2
300,NAVE2,Nave,41.151585,-8.597456,PRT1,13,BUS,12,#187EC2
300,C24A3,Campo 24 De Agosto,41.148611,-8.598785,PRT1,14,BUS,12,#187EC2
300,PRDR3,Prado Repouso,41.146347,-8.59758,PRT1,15,BUS,12,#187EC2
300,SLZ3,S. Lázaro,41.145899,-8.600055,PRT1,16,BUS,12,#187EC2
300,DQL1,Duque Loulé,41.145532,-8.603616,PRT1,17,BUS,12,#187EC2
300,ALXH3,Alex. Herculano,41.144243,-8.60525,PRT1,18,BUS,12,#187EC2
300,BTLH1,Batalha,41.145083,-8.607167,PRT1,19,BUS,12,#187EC2
300,PRDJ,Pr. D. João I,41.147581,-8.609126,PRT1,20,BUS,12,#187EC2
300,PRFL,Pr.filipa De Lencastre,41.148261,-8.612768,PRT1,21,BUS,12,#187EC2
300,GGF1,Guilherme Gomes Fernandes,41.147666,-8.614669,PRT1,22,BUS,12,#187EC2
300,CMO,Carmo,41.147223,-8.616926,PRT1,23,BUS,12,#187EC2
300,1HSA3,Hospital Santo António,41.148054,-8.620533,PRT1,24,BUS,12,#187EC2
300,MATR1,Maternidade,41.151358,-8.621152,PRT1,25,BUS,12,#187EC2
300,TRH1,Torrinha,41.153277,-8.62094,PRT1,26,BUS,12,#187EC2
300,CVA2,Carvalhosa,41.156114,-8.620723,PRT1,27,BUS,12,#187EC2
300,CMIC1,Carolina Michaelis,41.157882,-8.622095,PRT1,28,BUS,12,#187EC2
300,CZV1,Cruz Vermelha,41.160797,-8.624642,PRT1,29,BUS,12,#187EC2
300,QTAM1,Quinta Amarela,41.16231,-8.624689,PRT1,30,BUS,12,#187EC2
300,CVI1,Carvalhido,41.166523,-8.624995,PRT1,31,BUS,12,#187EC2
300,HPRL1,Hosp. Prelada,41.169321,-8.625564,PRT1,32,BUS,12,#187EC2
300,CI21,Cintura Interna,41.172775,-8.626341,PRT1,33,BUS,12,#187EC2
300,PPR1,Parque Da Prelada,41.175255,-8.627587,PRT2,34,BUS,12,#187EC2
300,LARZ,Laroze Rocha,41.176227,-8.624135,PRT2,35,BUS,12,#187EC2
300,STLZ1,Sta. Luzia,41.177314,-8.624858,PRT2,36,BUS,12,#187EC2
300,BRA4,Br. Do Amial,41.176697,-8.620769,PRT2,37,BUS,12,#187EC2
300,MIS3,Miosótis,41.177785,-8.619061,PRT2,38,BUS,12,#187EC2
300,TLHR2,Telheira,41.177192,-8.614195,PRT3,39,BUS,12,#187EC2
300,AVTE1,Almeida Valente,41.176714,-8.611342,PRT3,40,BUS,12,#187EC2
300,ISEP1,I.s.e.p.,41.178572,-8.609143,PRT3,41,BUS,12,#187EC2
300,IB3,Ilha Brava,41.181782,-8.609291,PRT3,42,BUS,12,#187EC2
300,ST3,S. Tomé,41.183804,-8.609404,PRT3,43,BUS,12,#187EC2
300,IPO4,Ipo (circunval.),41.183915,-8.604387,PRT3,44,BUS,12,#187EC2
300,HSJ6,Hosp. S. João (urgência),41.183016,-8.601094,PRT3,45,BUS,12,#187EC2
1M,MTSP1,Matosinhos Praia,41.180172,-8.68996,MTS1,1,BUS,12,#000000
1M,SAR2,Sousa Aroso,41.176916,-8.690117,MTS1,2,BUS,12,#000000
1M,PCID2,Pr. Cid. Salvador,41.173285,-8.689272,PRT2,3,BUS,12,#000000
1M,ETRP2,Edif. Transparente,41.171792,-8.687763,PRT2,4,BUS,12,#000000
1M,CQ8,Castelo Do Queijo,41.167837,-8.689456,PRT2,5,BUS,12,#000000
1M,TIM2,Timor,41.165182,-8.68712,PRT2,6,BUS,12,#000000
1M,HMLM2,Homem Do Leme,41.162377,-8.685536,PRT2,7,BUS,12,#000000
1M,MLH2,Molhe,41.159554,-8.683929,PRT2,8,BUS,12,#000000
1M,CRTO2,Crasto,41.157298,-8.682113,PRT2,9,BUS,12,#000000
1M,PGON2,Praia De Gondarém,41.155418,-8.680535,PRT2,10,BUS,12,#000000
1M,PING3,Praia Dos Ingleses,41.152767,-8.678563,PRT2,11,BUS,12,#000000
1M,SRLZ1,Senhora Da Luz,41.150033,-8.675876,PRT2,12,BUS,12,#000000
1M,PING1,Praia Dos Ingleses,41.151624,-8.676901,PRT2,13,BUS,12,#000000
1M,MFZ2,Mercado Da Foz,41.154021,-8.673914,PRT2,14,BUS,12,#000000
1M,UC2,Univ. Católica,41.153543,-8.671089,PRT2,15,BUS,12,#000000
1M,PCL2,Padre Luis Cabral,41.151537,-8.667786,PRT2,16,BUS,12,#000000
1M,TRR4,Torres,41.150529,-8.664217,PRT2,17,BUS,12,#000000
1M,PT2,Pasteleira,41.150417,-8.661083,PRT2,18,BUS,12,#000000
1M,PG2,Paulo Da Gama,41.150701,-8.658648,PRT2,19,BUS,12,#000000
1M,FLUN2,Fluvial (norte),41.152111,-8.654639,PRT2,20,BUS,12,#000000
1M,PLM2,Palmeiras,41.152636,-8.651333,PRT2,21,BUS,12,#000000
1M,LRD2,Lordelo,41.154139,-8.647722,PRT2,22,BUS,12,#000000
1M,JB2,Jardim Botânico,41.154389,-8.643722,PRT1,23,BUS,12,#000000
1M,FCUP2,Faculdade De Ciências,41.153614,-8.641035,PRT1,24,BUS,12,#000000
1M,PLNT2,Planetário,41.152694,-8.63725,PRT1,25,BUS,12,#000000
1M,GGT2,Gólgota,41.152444,-8.634111,PRT1,26,BUS,12,#000000
1M,JM2,Junta Massarelos,41.152528,-8.630306,PRT1,27,BUS,12,#000000
1M,DPV4,D.pedro V,41.150944,-8.6295,PRT1,28,BUS,12,#000000
1M,SMAI2,Salgueiro Maia,41.148389,-8.631694,PRT1,29,BUS,12,#000000
1M,MCE2,Museu C. Eléctrico,41.146526,-8.632188,PRT1,30,BUS,12,#000000
1M,MON2,Monchique,41.14475,-8.62647,PRT1,31,BUS,12,#000000
1M,ALFG2,Alfândega,41.14398,-8.62273,PRT1,32,BUS,12,#000000
1M,MRG2,Miragaia,41.14171,-8.61904,PRT1,33,BUS,12,#000000
1M,RBRI2,Ribeira (infante),41.14056,-8.61667,PRT1,34,BUS,12,#000000
1M,MFB2,Merc. Ferr. Borges,41.14144,-8.614465,PRT1,35,BUS,12,#000000
1M,MS1,Mouzinho Silveira,41.143583,-8.612972,PRT1,36,BUS,12,#000000
1M,SBNT3,Est. S.bento,41.144778,-8.611333,PRT1,37,BUS,12,#000000
1M,SDB5,Sá Da Bandeira,41.14675,-8.609167,PRT1,38,BUS,12,#000000
1M,AL3,Av. Aliados,41.146414,-8.611629,PRT1,39,BUS,12,#000000
7M,VALC2,Valongo (centro),41.189944,-8.497611,VLG1,1,BUS,12,#000000
7M,CLVR2,Calvário,41.193136,-8.499387,VLG1,2,BUS,12,#000000
7M,PAV2,Pav. Gimnodesport.,41.195699,-8.500876,VLG1,3,BUS,12,#000000
7M,RTNM,Rot. 1º De Maio,41.193037,-8.5021,VLG1,4,BUS,12,#000000
7M,25AB2,25 De Abril,41.191742,-8.503533,VLG1,5,BUS,12,#000000
7M,CFER2,Conde Ferreira,41.190694,-8.506417,VLG1,6,BUS,12,#000000
7M,FTSR4,Fonte Da Senhora,41.191074,-8.511486,VLG1,7,BUS,12,#000000
7M,RCMB2,Ribeiro Cambado,41.192189,-8.514142,VLG1,8,BUS,12,#000000
7M,ASRR4,Alto Da Serra,41.193022,-8.518383,GDM1,9,BUS,12,#000000
7M,EDM2,Estr. D. Miguel,41.191083,-8.521889,GDM1,10,BUS,12,#000000
7M,MTP2,Monte Pedro,41.189528,-8.524389,GDM1,11,BUS,12,#000000
7M,AGAS2,Agostinho A. Sousa,41.187253,-8.524949,GDM1,12,BUS,12,#000000
7M,SXO2,Seixo,41.184528,-8.526583,GDM1,13,BUS,12,#000000
7M,RGD2,Regadas,41.182651,-8.529098,GDM1,14,BUS,12,#000000
7M,ECC2,Entre Cancelas,41.181833,-8.532444,GDM1,15,BUS,12,#000000
7M,VFRR2,Vale Ferreiros,41.181167,-8.535056,GDM1,16,BUS,12,#000000
7M,PTHS2,Pontelhas,41.179795,-8.53762,GDM1,17,BUS,12,#000000
7M,CRR2,Carreira,41.177847,-8.541035,GDM1,18,BUS,12,#000000
7M,FRR2,Ferraria,41.176742,-8.543979,GDM1,19,BUS,12,#000000
7M,VDN4,Venda Nova,41.174306,-8.545944,GDM1,20,BUS,12,#000000
7M,SSB2,S. Sebastião,41.172806,-8.547944,GDM1,21,BUS,12,#000000
7M,CVN2,Cavada Nova,41.173806,-8.551639,GDM1,22,BUS,12,#000000
7M,CHV2,Chão Verde,41.172583,-8.556917,GDM1,23,BUS,12,#000000
7M,SCAL2,Sr.do Calvário,41.171611,-8.558889,GDM1,24,BUS,12,#000000
7M,SCT4,S. Caetano,41.169485,-8.560244,GDM1,25,BUS,12,#000000
7M,MEIR,Meiral,41.167806,-8.562806,GDM1,26,BUS,12,#000000
7M,SR4,S. Roque,41.166425,-8.566891,PRT3,27,BUS,12,#000000
7M,SRGB3,S.roque G. Barros,41.166083,-8.570333,PRT3,28,BUS,12,#000000
7M,ILH2,Ilhéu,41.16346,-8.572425,PRT3,29,BUS,12,#000000
7M,CRT,Cartes,41.162083,-8.575306,PRT3,30,BUS,12,#000000
7M,CHOL2,Chaves Oliveira,41.160789,-8.577674,PRT3,31,BUS,12,#000000
7M,CRJ2,Corujeira,41.159419,-8.580804,PRT3,32,BUS,12,#000000
7M,EDRG4,Estádio Do Dragão,41.15855,-8.583879,PRT1,33,BUS,12,#000000
7M,FVLH2,Fonte Velha,41.157607,-8.586826,PRT1,34,BUS,12,#000000
7M,CSC,C. Saúde Campanhã,41.156872,-8.590368,PRT1,35,BUS,12,#000000
7M,PRF2,Pr. Das Flores,41.15575,-8.591639,PRT1,36,BUS,12,#000000
7M,EIR3,Eirinhas,41.152202,-8.592239,PRT1,37,BUS,12,#000000
7M,BFM4,Bonfim,41.150583,-8.59475,PRT1,38,BUS,12,#000000
7M,C24A5,Campo 24 De Agosto,41.14892,-8.597637,PRT1,39,BUS,12,#000000
7M,DJOA4,D. João Iv,41.148972,-8.601694,PRT1,40,BUS,12,#000000
7M,BLM,Bolhão (metro),41.149637,-8.604933,PRT1,41,BUS,12,#000000
7M,MCBL,Mercado Do Bolhão,41.149509,-8.607564,PRT1,42,BUS,12,#000000
7M,PRDJ1,Pr. D. João I,41.148042,-8.608387,PRT1,43,BUS,12,#000000
7M,AAL5,Av.aliados,41.148214,-8.610682,PRT1,44,BUS,12,#000000
803,RTES2,Rio Tinto (esc. Sec.),41.176745,-8.549039,MAI4,1,BUS,12,#A347FF
803,ESRT2,Esc.sec.de Rio Tinto,41.17525,-8.549279,MAI4,2,BUS,12,#A347FF
803,SAM2,Sá De Miranda,41.173744,-8.547423,GDM1,3,BUS,12,#A347FF
803,SSB2,S. Sebastião,41.172806,-8.547944,GDM1,4,BUS,12,#A347FF
803,CVN2,Cavada Nova,41.173806,-8.551639,GDM1,5,BUS,12,#A347FF
803,CHV2,Chão Verde,41.172583,-8.556917,GDM1,6,BUS,12,#A347FF
803,SCAL4,Sr. Do Calvário,41.171857,-8.558589,GDM1,7,BUS,12,#A347FF
803,DCS4,David Correia Da Silva,41.172478,-8.560314,MAI4,8,BUS,12,#A347FF
803,CSRT4,C.saúde De Rio Tinto,41.17427,-8.561142,MAI4,9,BUS,12,#A347FF
803,IGRT2,Igreja Rio Tinto,41.17741,-8.55985,MAI4,10,BUS,12,#A347FF
803,IGRT1,Igreja Rio Tinto 1,41.178673,-8.558966,MAI4,11,BUS,12,#A347FF
803,LOUR3,Lourinha,41.180716,-8.55898,MAI4,12,BUS,12,#A347FF
803,PERL1,Perlinhas,41.183416,-8.557488,MAI4,13,BUS,12,#A347FF
803,RTE1,Rio Tinto (estação),41.184942,-8.556412,MAI4,14,BUS,12,#A347FF
803,RTE4,Rio Tinto (estação),41.184528,-8.558206,MAI4,15,BUS,12,#A347FF
803,BZ2,Bazar,41.182241,-8.560372,MAI4,16,BUS,12,#A347FF
803,SST2,Sistelo,41.181494,-8.562811,MAI4,17,BUS,12,#A347FF
803,CTN2,Castanheira,41.181552,-8.566422,MAI4,18,BUS,12,#A347FF
803,ENV2,Estrada Nova,41.18133,-8.567982,MAI4,19,BUS,12,#A347FF
803,RBD2,Rebordãos,41.18018,-8.572253,PRT3,20,BUS,12,#A347FF
803,VRZL2,Varziela,41.181082,-8.576359,PRT3,21,BUS,12,#A347FF
803,ARSR1,Rot. Da Areosa,41.18065,-8.581241,PRT3,22,BUS,12,#A347FF
803,ARS5,Areosa,41.181499,-8.583984,PRT3,23,BUS,12,#A347FF
803,ENX2,Enxurreiras,41.179851,-8.588559,PRT3,24,BUS,12,#A347FF
803,ASP4,Asprela,41.182194,-8.596472,PRT3,25,BUS,12,#A347FF
803,HSJ11,Hosp. S. João (circunvalação),41.183112,-8.599938,PRT3,26,BUS,12,#A347FF
803,IPO2,Inst. Oncologia,41.183443,-8.603739,PRT3,27,BUS,12,#A347FF
803,CSJ4,Campus S. João,41.179769,-8.605418,PRT3,28,BUS,12,#A347FF
803,ISEP4,Isep/agra,41.176474,-8.608132,PRT3,29,BUS,12,#A347FF
803,ALVT2,Almeida Valente,41.17509,-8.60942,PRT3,30,BUS,12,#A347FF
803,UFP2,Univ. F. Pessoa,41.172824,-8.609843,PRT3,31,BUS,12,#A347FF
803,IPRN2,Igreja De Paranhos,41.173409,-8.605804,PRT3,32,BUS,12,#A347FF
803,LGCL2,Lgo.campo Lindo,41.169708,-8.608292,PRT1,33,BUS,12,#A347FF
803,CPL,Campo Lindo,41.168062,-8.610475,PRT1,34,BUS,12,#A347FF
803,VFM2,Vale Formoso,41.166552,-8.612628,PRT1,35,BUS,12,#A347FF
803,SVP1,Silva Porto,41.167611,-8.617083,PRT1,36,BUS,12,#A347FF
803,BVLH1,Bica Velha,41.167667,-8.6195,PRT1,37,BUS,12,#A347FF
803,NAT1,Natária,41.167333,-8.624222,PRT1,38,BUS,12,#A347FF
803,CVI6,Carvalhido,41.166589,-8.627015,PRT1,39,BUS,12,#A347FF
803,CSBV1,Casa De Saúde Da Boavista,41.165012,-8.631034,PRT1,40,BUS,12,#A347FF
803,MRS2,Moreira Sá,41.162441,-8.63292,PRT1,41,BUS,12,#A347FF
803,CMS5,Casa Da Música (metro),41.161279,-8.629856,PRT1,42,BUS,12,#A347FF
803,BCM5,Boavista-casa Da Música,41.157815,-8.630409,PRT1,43,BUS,12,#A347FF
803,BS5,Boavista-b.sucesso,41.155962,-8.62856,PRT1,44,BUS,12,#A347FF
503,GATS2,Gatões,41.210833,-8.665139,MTS1,1,BUS,12,#FCD116
503,RPPC2,R. Padre Porto Carrero,41.212417,-8.665306,MTS1,2,BUS,12,#FCD116
