route_code,stop_code,stop_name,latitude,longitude,zone_code,sequence,transport_type,zone_id,hex_color
200,UC1,Univ. Católica,41.153538,-8.670916,PRT2,22,BUS,13,#8C6D31
200,MFZ1,Mercado Da Foz,41.155048,-8.673343,PRT2,23,BUS,13,#8C6D31
200,LIEG1,Pr. De Liége,41.155089,-8.677168,PRT2,24,BUS,13,#8C6D31
200,CRTO3,Crasto,41.157713,-8.679766,VNG4,25,BUS,26,#9E9AC8
200,MLH5,Molhe,41.15988,-8.68166,PRT2,26,BUS,13,#8C6D31
200,FCH1,Funchal,41.16319,-8.68349,PRT2,27,BUS,13,#8C6D31
200,HMLM3,Homem Do Leme,41.163454,-8.685965,PRT2,28,BUS,13,#8C6D31
200,TIM1,Timor,41.165587,-8.68717,PRT2,29,BUS,13,#8C6D31
200,CQ10,Castelo Do Queijo,41.167422,-8.689127,PRT2,30,BUS,13,#8C6D31
201,AL1,Av. Aliados,41.147208,-8.610983,PRT1,1,BUS,12,#637939
201,TRD6,Trindade,41.151033,-8.610854,PRT1,2,BUS,12,#637939
201,PRFL,Pr.filipa De Lencastre,41.148261,-8.612768,PRT1,3,BUS,12,#637939
201,GGF,Guil. G. Fernandes,41.14756,-8.614767,PRT1,4,BUS,12,#637939
201,CMO,Carmo,41.147223,-8.616926,PRT1,5,BUS,12,#637939
201,HSA5,Hosp. St. António,41.147766,-8.62245,PRT1,6,BUS,12,#637939
201,PAL3,Palácio,41.149512,-8.625532,PRT1,7,BUS,12,#637939
201,PRG1,Pr. Da Galiza,41.153444,-8.626333,PRT1,8,BUS,12,#637939
201,BS1,Boavista - B.sucesso,41.156403,-8.62793,PRT1,9,BUS,12,#637939
201,BCM1,Boavista-casa Da Música,41.15895,-8.62942,PRT1,10,BUS,12,#637939
201,AGM1,Agramonte,41.158948,-8.634595,PRT1,11,BUS,12,#637939
201,ACRD1,António Cardoso,41.159843,-8.639918,PRT1,12,BUS,12,#637939
201,BSS1,Bessa,41.16052,-8.64406,PRT1,13,BUS,12,#637939
201,FOCO1,Foco,41.16109,-8.64746,PRT1,14,BUS,12,#637939
201,PINM1,Pinheiro Manso,41.161845,-8.651927,PRT2,15,BUS,13,#8C6D31
201,SRV3,Serralves,41.162848,-8.657954,PRT2,16,BUS,13,#8C6D31
201,PNV2,Paulo Novais,41.1632,-8.660057,PRT2,17,BUS,13,#8C6D31
201,FTM1,Fonte Da Moura,41.164505,-8.662144,PRT2,18,BUS,13,#8C6D31
201,BRV1,Bairro Vilarinha,41.167065,-8.65999,PRT2,19,BUS,13,#8C6D31
201,LDD1,Lidador,41.169798,-8.657682,VCD8,20,BUS,19,#636363
201,PRO1,Pereiró,41.172368,-8.655497,PRT2,21,BUS,13,#8C6D31
201,EZC1,Ezequiel Campos,41.174449,-8.653793,VLG3,22,BUS,22,#DD1C77
201,MPAZ5,Man.p.azevedo 3,41.176989,-8.651836,PRT2,23,BUS,13,#8C6D31
201,IMTT1,Imtt,41.178485,-8.648801,PRT2,24,BUS,13,#8C6D31
201,VIS5,Viso (metro),41.177361,-8.6465,PRT2,25,BUS,13,#8C6D31
201,VIS3,Viso,41.17784,-8.64228,PRT2,26,BUS,13,#8C6D31
202,AAL4,Av.aliados,41.148528,-8.610667,PRT1,1,BUS,12,#637939
202,TRD2,Trindade,41.151695,-8.609587,PRT1,2,BUS,12,#637939
202,GCRT1,Gonçalo Cristóvão,41.154194,-8.609611,PRT1,3,BUS,12,#637939
202,PRR1,Pr. Da República,41.154023,-8.611917,PRT1,4,BUS,12,#637939
202,FIG,Figueiroa,41.155956,-8.616856,PRT1,5,BUS,12,#637939
202,CVA1,Carvalhosa,41.156512,-8.620165,PRT1,6,BUS,12,#637939
202,HML1,Hospital Militar,41.157176,-8.624218,PRT1,7,BUS,12,#637939
202,BVBR2,Boavista Brasília,41.157587,-8.626672,PRT1,8,BUS,12,#637939
202,BCM3,Boavista-casa Da Música,41.159458,-8.628619,PRT1,9,BUS,12,#637939
202,GRC1,Graciosa,41.162921,-8.627502,PRT1,10,BUS,12,#637939
202,CSBV,Casa De Saúde Da Boavista,41.164532,-8.632138,PRT1,11,BUS,12,#637939
202,SDP1,Sidónio Pais,41.164563,-8.637004,PRT1,12,BUS,12,#637939
202,ABSS1,Av. Do Bessa,41.165323,-8.643091,PRT1,13,BUS,12,#637939
202,SJBC1,S.joão Bosco,41.166131,-8.647841,PRT2,14,BUS,13,#8C6D31
202,SJB1,S. João De Brito,41.166494,-8.650585,PRT2,15,BUS,13,#8C6D31
202,ABM1,Alberto Macedo,41.167151,-8.654485,PRT2,16,BUS,13,#8C6D31
202,BRP1,Bairro Da Previdência,41.165783,-8.657654,PRT2,17,BUS,13,#8C6D31
202,BRV3,Bairro Da Vilarinha,41.166094,-8.659405,PRT2,18,BUS,13,#8C6D31
202,FTM2,Fonte Da Moura,41.164191,-8.662646,PRT2,19,BUS,13,#8C6D31
202,ABVT1,Av.da Boavista,41.162823,-8.663403,PRT2,20,BUS,13,#8C6D31
202,LGO4,Liceu Garcia Orta,41.161528,-8.666778,PRT2,21,BUS,13,#8C6D31
202,RCRT2,R.crasto,41.162,-8.671694,PRT2,22,BUS,13,#8C6D31
202,LNEV2,Lgo.nevogilde,41.162833,-8.676306,PRT2,23,BUS,13,#8C6D31
202,NEVG,Nevogilde,41.161511,-8.67923,PRT2,24,BUS,13,#8C6D31
202,MLH3,Molhe,41.160158,-8.683185,PRT2,25,BUS,13,#8C6D31
202,JNN2,Jacinto Nunes,41.158107,-8.68156,PRT2,26,BUS,13,#8C6D31
202,CRTO4,Crasto,41.1566,-8.68026,VNG4,27,BUS,26,#9E9AC8
202,PING3,Praia Dos Ingleses,41.152767,-8.678563,PRT2,28,BUS,13,#8C6D31
202,PORI2,Praia Do Ourigo,41.149376,-8.675942,PRT2,29,BUS,13,#8C6D31
202,PASS1,Passeio Alegre,41.14882,-8.67275,PRT2,30,BUS,13,#8C6D31
203,EDRG2,Estádio Do Dragão,41.16144,-8.581863,PRT1,1,BUS,12,#637939
203,AANT2,Alameda Das Antas,41.16315,-8.58582,PRT1,2,BUS,12,#637939
203,IANT4,Igreja Das Antas,41.16407,-8.5886,PRT1,3,BUS,12,#637939
203,MAV2,Monte Aventino,41.163168,-8.590407,PRT1,4,BUS,12,#637939
203,SCR1,S. Crispim,41.160595,-8.593818,PRT1,5,BUS,12,#637939
203,TXP1,Teixeira Pascoais,41.161232,-8.598721,PRT1,6,BUS,12,#637939
203,MPL7,Marquês,41.161779,-8.603144,PRT1,7,BUS,12,#637939
203,FG1,Faria Guimarães,41.162349,-8.607538,PRT1,8,BUS,12,#637939
203,AQL1,Antero De Quental,41.162655,-8.610094,PRT1,9,BUS,12,#637939
203,PISC,Piscina Constit.,41.163038,-8.61303,PRT1,10,BUS,12,#637939
203,BSB,Sapador. Bombeiros,41.163368,-8.615675,PRT1,11,BUS,12,#637939
203,BCG,Bcg,41.163655,-8.617959,PRT1,12,BUS,12,#637939
203,SPTO1,Serpa Pinto,41.164126,-8.62195,VNG1,13,BUS,23,#6BAED6
203,AVF2,Av.frança,41.164617,-8.625867,PRT1,14,BUS,12,#637939
203,CSBV1,Casa De Saúde Da Boavista,41.165012,-8.631034,PRT1,15,BUS,12,#637939
203,MRS2,Moreira Sá,41.162441,-8.63292,PRT1,16,BUS,12,#637939
203,BCM4,Boavista-casa Da Música,41.15897,-8.63008,PRT1,17,BUS,12,#637939
203,BCM5,Boavista-casa Da Música,41.157815,-8.630409,PRT1,18,BUS,12,#637939
203,BCM3,Boavista-casa Da Música,41.159458,-8.628619,PRT1,19,BUS,12,#637939
203,CMS3,Casa Da Música (metro),41.160976,-8.629924,PRT1,20,BUS,12,#637939
204,HSJ7,Hosp. S. João (urgência),41.182939,-8.600809,PRT3,1,BUS,14,#843C39
204,ESED2,Esc. Sup. Educação,41.181185,-8.597752,PRT3,2,BUS,14,#843C39
204,FEUP2,Faculdade De Engenharia,41.179083,-8.59875,PRT3,3,BUS,14,#843C39
204,FEP1,Faculdade De Economia,41.1755,-8.600222,PRT3,4,BUS,14,#843C39
204,MLAR2,Manuel Laranjeira,41.173195,-8.598956,PRT3,5,BUS,14,#843C39
204,OUTE4,Outeiro,41.171246,-8.597779,PRT3,6,BUS,14,#843C39
204,SAL2,Salgueiros,41.169869,-8.599324,PRT1,7,BUS,12,#637939
204,AUL2,Augusto Lessa,41.169977,-8.602509,PRT1,8,BUS,12,#637939
204,AVC2,Aval Cima,41.168185,-8.603521,PRT1,9,BUS,12,#637939
204,BJ3,Bento Júnior,41.1655,-8.604417,PRT1,10,BUS,12,#637939
204,CVLO,Covelo,41.166594,-8.607387,PRT1,11,BUS,12,#637939
204,CPL2,Campo Lindo,41.167586,-8.610098,PRT1,12,BUS,12,#637939
204,VFM2,Vale Formoso,41.166552,-8.612628,PRT1,13,BUS,12,#637939
204,SVP1,Silva Porto,41.167611,-8.617083,PRT1,14,BUS,12,#637939
204,BVLH1,Bica Velha,41.167667,-8.6195,PRT1,15,BUS,12,#637939
204,NAT1,Natária,41.167333,-8.624222,PRT1,16,BUS,12,#637939
204,CVI6,Carvalhido,41.166589,-8.627015,PRT1,17,BUS,12,#637939
204,CSBV1,Casa De Saúde Da Boavista,41.165012,-8.631034,PRT1,18,BUS,12,#637939
204,MRS2,Moreira Sá,41.162441,-8.63292,PRT1,19,BUS,12,#637939
204,CMS2,Casa Da Música (metro),41.161217,-8.629966,PRT1,20,BUS,12,#637939
204,BCM5,Boavista-casa Da Música,41.157815,-8.630409,PRT1,21,BUS,12,#637939
204,RBVM1,Boavista (mercado),41.156358,-8.629598,PRT1,22,BUS,12,#637939
204,JM1,Junta Massarelos,41.152694,-8.631221,PRT1,23,BUS,12,#637939
204,GGT1,Gólgota,41.152639,-8.633694,PRT1,24,BUS,12,#637939
204,PLNT1,Planetário,41.153094,-8.638289,PRT1,25,BUS,12,#637939
204,FCUP1,Faculdade De Ciências,41.153838,-8.641309,PRT1,26,BUS,12,#637939
204,JB1,Jardim Botânico,41.154528,-8.644222,PRT1,27,BUS,12,#637939
204,LRD1,Lordelo,41.154389,-8.649028,OUT,28,BUS,28,#FDD0A2
204,PLM1,Palmeiras,41.152356,-8.652107,PRT2,29,BUS,13,#8C6D31
204,FLUN1,Fluvial (norte),41.152139,-8.655194,PRT2,30,BUS,13,#8C6D31
204,PG1,Paulo Da Gama,41.150856,-8.658707,PRT2,31,BUS,13,#8C6D31
204,PT3,Pasteleira,41.150486,-8.661488,PRT2,32,BUS,13,#8C6D31
204,TRR3,Torres,41.150749,-8.664619,PRT2,33,BUS,13,#8C6D31
204,PCL1,Padre Luis Cabral,41.151806,-8.668056,PRT2,34,BUS,13,#8C6D31
204,UC1,Univ. Católica,41.153538,-8.670916,PRT2,35,BUS,13,#8C6D31
204,MFZ1,Mercado Da Foz,41.155048,-8.673343,PRT2,36,BUS,13,#8C6D31
204,DTR,Diu/teatro,41.153352,-8.676527,PRT2,37,BUS,13,#8C6D31
204,RFAR1,Foz,41.152732,-8.677293,PRT2,38,BUS,13,#8C6D31
205,CMP2,Campanhã,41.148467,-8.586038,PRT1,1,BUS,12,#637939
205,PBSS2,Pinto Bessa,41.148929,-8.588337,PRT1,2,BUS,12,#637939
205,CSS3,Capela S.ra Saúde,41.147495,-8.589031,PRT1,3,BUS,12,#637939
205,CMP4,Campanhã,41.147242,-8.587322,PRT1,4,BUS,12,#637939
205,NDA1,Noeda,41.146187,-8.584223,PRT1,5,BUS,12,#637939
205,EDP1,Edp,41.145413,-8.579668,PRT1,6,BUS,12,#637939
205,FRX2,Freixo,41.146556,-8.579402,PRT3,7,BUS,14,#843C39
205,BNJ2,Bonjóia,41.151771,-8.574743,PRT3,8,BUS,14,#843C39
205,LGT4,Lagarteiro,41.155772,-8.571387,PRT3,9,BUS,14,#843C39
205,BCP2,Br.cerco Porto,41.157486,-8.56999,PRT3,10,BUS,14,#843C39
205,PNG2,Pego Negro,41.159043,-8.566491,PRT3,11,BUS,14,#843C39
205,BRB4,Bernardim Ribeiro,41.164699,-8.565715,VNG1,12,BUS,23,#6BAED6
205,SR6,S. Roque,41.167004,-8.566742,PRT3,13,BUS,14,#843C39
205,SR5,S. Roque (circunv.),41.167667,-8.569023,PRT3,14,BUS,14,#843C39
205,FBC2,Fábrica Do Cobre,41.170495,-8.56884,PRT3,15,BUS,14,#843C39
205,VLC2,Vila Cova,41.173028,-8.567403,PRT3,16,BUS,14,#843C39
205,PQN2,Parque Nascente,41.174373,-8.56728,PRT3,17,BUS,14,#843C39
205,RNH2,Ranha,41.177545,-8.568025,PRT3,18,BUS,14,#843C39
205,RBD2,Rebordãos,41.18018,-8.572253,PRT3,19,BUS,14,#843C39
205,VRZL2,Varziela,41.181082,-8.576359,VCD3,20,BUS,18,#756BB1
205,ARSR1,Rot. Da Areosa,41.18065,-8.581241,PRT3,21,BUS,14,#843C39
205,ARS5,Areosa,41.181499,-8.583984,PRT3,22,BUS,14,#843C39
205,ENX2,Enxurreiras,41.179851,-8.588559,PRT3,23,BUS,14,#843C39
205,ASP4,Asprela,41.182194,-8.596472,MAI1,24,BUS,5,#9467BD
205,HSJ12,Hosp. S. João (circunvalação),41.183316,-8.600639,PRT3,25,BUS,14,#843C39
205,IPO5,Ipo (circunval.),41.184504,-8.605666,PRT3,26,BUS,14,#843C39
205,ST2,S. Tomé,41.184467,-8.610195,PRT3,27,BUS,14,#843C39
205,AML3,Amial,41.183612,-8.612394,PRT3,28,BUS,14,#843C39
205,CPU2,Capuchinhos,41.182833,-8.617728,PRT2,29,BUS,13,#8C6D31
205,VNC2,Via Norte (circ.),41.180686,-8.622023,PRT2,30,BUS,13,#8C6D31
205,MTB2,Mte Burgos (circ.),41.179725,-8.628657,PRT2,31,BUS,13,#8C6D31
205,CNG2,Congostas,41.180129,-8.633981,PRT2,32,BUS,13,#8C6D31
205,BRSE2,Br. Sto. Eugénio,41.181501,-8.636394,PRT2,33,BUS,13,#8C6D31
205,QTL2,Quartel Militar,41.182502,-8.638189,PRT2,34,BUS,13,#8C6D31
205,AV2,Alto Do Viso,41.184253,-8.641361,PRT2,35,BUS,13,#8C6D31
205,RSR2,R. Do Senhor,41.183335,-8.645227,PRT2,36,BUS,13,#8C6D31
205,SRP2,S.ra Penha,41.180957,-8.649583,PRT2,37,BUS,13,#8C6D31
205,RUL2,Ruela,41.179559,-8.652003,PRT2,38,BUS,13,#8C6D31
205,RAEP3,Rot. A.e.p.,41.178495,-8.654366,PRT2,39,BUS,13,#8C6D31
205,PREC2,Preciosa,41.177691,-8.65697,PRT2,40,BUS,13,#8C6D31
205,AZC3,Azenha De Cima,41.177161,-8.660681,PRT3,41,BUS,14,#843C39
205,LDD9,Lidador /hospital,41.177926,-8.662621,PRT2,42,BUS,13,#8C6D31
205,QTI,Quinta Ingleses,41.17933,-8.666529,PRT2,43,BUS,13,#8C6D31
205,REAL1,Real,41.176097,-8.670674,VLG1,44,BUS,20,#E6550D
205,TVLR1,Teatro Vilarinha,41.173643,-8.673526,PRT2,45,BUS,13,#8C6D31
205,PQC1,Parque Da Cidade,41.171805,-8.677634,PRT2,46,BUS,13,#8C6D31
205,DAH1,D.afonso Henriques,41.172678,-8.681454,VLG2,47,BUS,21,#969696
205,DAFC1,Dr. Afonso Cordeiro,41.173766,-8.685467,PRT2,48,BUS,13,#8C6D31
205,PCID4,Pr. Cid. Salvador,41.173831,-8.688959,PRT2,49,BUS,13,#8C6D31
205,ETRP2,Edif. Transparente,41.171792,-8.687763,PRT2,50,BUS,13,#8C6D31
205,CQ8,Castelo Do Queijo,41.167837,-8.689456,PRT2,51,BUS,13,#8C6D31
206,CMP1,Campanhã,41.14972,-8.58603,PRT1,1,BUS,12,#637939
206,PBSS4,Pinto Bessa,41.149555,-8.588528,PRT1,2,BUS,12,#637939
206,PCC2,Piscina Campanhã,41.15004,-8.590351,PRT1,3,BUS,12,#637939
206,BFM4,Bonfim,41.150583,-8.59475,PRT1,4,BUS,12,#637939
206,C24A5,Campo 24 De Agosto,41.14892,-8.597637,PRT1,5,BUS,12,#637939
206,DJOA4,D. João Iv,41.148972,-8.601694,PRT1,6,BUS,12,#637939
206,RFZ1,Rua Firmeza,41.150699,-8.602135,PRT1,7,BUS,12,#637939
206,MOR2,Moreira,41.153012,-8.602295,PRT1,8,BUS,12,#637939
206,ESCN2,Escola Normal,41.155514,-8.602527,PRT1,9,BUS,12,#637939
206,SI2,Sto. Isidro,41.158355,-8.601427,PRT1,10,BUS,12,#637939
206,AUS,Esc. Aurélia Sousa,41.160422,-8.600584,PRT1,11,BUS,12,#637939
206,MPL7,Marquês,41.161779,-8.603144,PRT1,12,BUS,12,#637939
206,FG1,Faria Guimarães,41.162349,-8.607538,PRT1,13,BUS,12,#637939
206,CONS3,Constituição,41.163468,-8.610949,PRT1,14,BUS,12,#637939
206,VFM2,Vale Formoso,41.166552,-8.612628,PRT1,15,BUS,12,#637939
206,SVP1,Silva Porto,41.167611,-8.617083,PRT1,16,BUS,12,#637939
206,BVLH1,Bica Velha,41.167667,-8.6195,PRT1,17,BUS,12,#637939
206,NAT1,Natária,41.167333,-8.624222,PRT1,18,BUS,12,#637939
206,CVI3,Carvalhido,41.167,-8.626028,PRT1,19,BUS,12,#637939
206,CTS,Castelos,41.168047,-8.629531,PRT1,20,BUS,12,#637939
206,MLAM,Maria Lamas,41.169627,-8.632609,PRT1,21,BUS,12,#637939
206,PREL4,Prelada,41.169185,-8.636592,PRT2,22,BUS,13,#8C6D31
206,URBP1,Urb. Prelada,41.170889,-8.637222,PRT2,23,BUS,13,#8C6D31
206,URBP3,Urb. Prelada Ii,41.172487,-8.63572,PRT2,24,BUS,13,#8C6D31
206,PREL1,Prelada,41.1735,-8.637472,PRT2,25,BUS,13,#8C6D31
206,RM3,Ramalde Do Meio,41.173278,-8.641917,PRT2,26,BUS,13,#8C6D31
206,JPAZ1,Julgado De Paz,41.175778,-8.644667,PRT2,27,BUS,13,#8C6D31
206,VIS3,Viso,41.17784,-8.64228,PRT2,28,BUS,13,#8C6D31
206,VIS4,Viso,41.1775,-8.643417,PRT2,29,BUS,13,#8C6D31
206,VIS1,Viso (metro),41.17866,-8.645329,PRT2,30,BUS,13,#8C6D31
206,JAZ1,Jerónimo Azevedo,41.179493,-8.648634,PRT2,31,BUS,13,#8C6D31
206,BRVS,Bairro Do Viso,41.181341,-8.648274,PRT2,32,BUS,13,#8C6D31
206,RSR1,R. Do Senhor,41.182366,-8.646481,PRT2,33,BUS,13,#8C6D31
206,AV1,Alto Do Viso,41.183948,-8.643135,PRT2,34,BUS,13,#8C6D31
206,QTL1,Quartel Militar,41.182499,-8.638833,PRT2,35,BUS,13,#8C6D31
206,CTV1,Cotovias,41.180639,-8.636639,PRT2,36,BUS,13,#8C6D31
206,BSEE1,Br. Sto.eugénio (escola),41.179116,-8.637501,PRT2,37,BUS,13,#8C6D31
207,CMP1,Campanhã,41.14972,-8.58603,PRT1,1,BUS,12,#637939
207,PBSS2,Pinto Bessa,41.148929,-8.588337,PRT1,2,BUS,12,#637939
207,CSS3,Capela S.ra Saúde,41.147495,-8.589031,PRT1,3,BUS,12,#637939
207,HER2,Heroismo,41.14651,-8.592964,PRT1,4,BUS,12,#637939
207,PRDR1,Prado Repouso,41.146063,-8.596746,PRT1,5,BUS,12,#637939
207,SLZ3,S. Lázaro,41.145801,-8.601334,PRT1,6,BUS,12,#637939
207,DQL1,Duque Loulé,41.145532,-8.603616,PRT1,7,BUS,12,#637939
207,ALXH3,Alex. Herculano,41.144243,-8.60525,VNG1,8,BUS,23,#6BAED6
207,BTLH1,Batalha,41.145083,-8.607167,PRT1,9,BUS,12,#637939
207,PRDJ,Pr. D. João I,41.147581,-8.609126,PRT1,10,BUS,12,#637939
207,PRFL,Pr.filipa De Lencastre,41.148261,-8.612768,PRT1,11,BUS,12,#637939
207,GGF,Guil. G. Fernandes,41.14756,-8.614767,PRT1,12,BUS,12,#637939
207,CMO,Carmo,41.147223,-8.616926,PRT1,13,BUS,12,#637939
207,HSA5,Hosp. St. António,41.147766,-8.62245,PRT1,14,BUS,12,#637939
207,PAL2,Palácio,41.149145,-8.625447,PRT1,15,BUS,12,#637939
207,PRG4,Pr. Da Galiza,41.152531,-8.627041,PRT1,16,BUS,12,#637939
207,JM1,Junta Massarelos,41.152694,-8.631221,PRT1,17,BUS,12,#637939
207,GGT1,Gólgota,41.152639,-8.633694,PRT1,18,BUS,12,#637939
207,PLNT1,Planetário,41.153094,-8.638289,PRT1,19,BUS,12,#637939
207,FCUP1,Faculdade De Ciências,41.153838,-8.641309,PRT1,20,BUS,12,#637939
207,JB1,Jardim Botânico,41.154528,-8.644222,PRT1,21,BUS,12,#637939
207,LRD1,Lordelo,41.154389,-8.649028,OUT,22,BUS,28,#FDD0A2
207,ALX1,Aleixo,41.15257,-8.649493,PRT2,23,BUS,13,#8C6D31
207,STC1,S.ta Catarina,41.150705,-8.650994,PRT2,24,BUS,13,#8C6D31
207,FLU4,Fluvial,41.148795,-8.653443,PRT2,25,BUS,13,#8C6D31
207,PGM1,Paulo Da Gama,41.148203,-8.657178,PRT2,26,BUS,13,#8C6D31
207,PJUV1,Pousada Juventude,41.148659,-8.659956,PRT2,27,BUS,13,#8C6D31
207,PT3,Pasteleira,41.150486,-8.661488,PRT2,28,BUS,13,#8C6D31
207,CMPT1,Campo Pasteleira,41.15253,-8.662222,PRT2,29,BUS,13,#8C6D31
207,INSA1,Igreja N.sra Da Ajuda,41.15321,-8.65937,PRT2,30,BUS,13,#8C6D31
207,BPTL1,Br. Da Pasteleira,41.155073,-8.658185,PRT2,31,BUS,13,#8C6D31
207,DJ32,D.joão Iii,41.157607,-8.660292,PRT2,32,BUS,13,#8C6D31
207,SRVM5,Serralves (museu),41.159497,-8.660099,PRT2,33,BUS,13,#8C6D31
207,JBR1,João Barros,41.158672,-8.66421,PRT2,34,BUS,13,#8C6D31
207,PVC1,Pêro Vaz Caminha,41.157227,-8.667904,PRT2,35,BUS,13,#8C6D31
207,PRI1,Pr. Do Império,41.155866,-8.671349,PRT2,36,BUS,13,#8C6D31
207,MFZ1,Mercado Da Foz,41.155048,-8.673343,PRT2,37,BUS,13,#8C6D31
208,AL2,Av. Aliados,41.147471,-8.610932,PRT1,1,BUS,12,#637939
208,TRD6,Trindade,41.151033,-8.610854,PRT1,2,BUS,12,#637939
208,PRFL,Pr.filipa De Lencastre,41.148261,-8.612768,PRT1,3,BUS,12,#637939
208,GGF,Guil. G. Fernandes,41.14756,-8.614767,PRT1,4,BUS,12,#637939
208,CMO,Carmo,41.147223,-8.616926,PRT1,5,BUS,12,#637939
208,HSA5,Hosp. St. António,41.147766,-8.62245,PRT1,6,BUS,12,#637939
208,PAL3,Palácio,41.149512,-8.625532,PRT1,7,BUS,12,#637939
208,PRG1,Pr. Da Galiza,41.153444,-8.626333,PRT1,8,BUS,12,#637939
208,BS1,Boavista - B.sucesso,41.156403,-8.62793,PRT1,9,BUS,12,#637939
208,BCM3,Boavista-casa Da Música,41.159458,-8.628619,PRT1,10,BUS,12,#637939
208,GRC1,Graciosa,41.162921,-8.627502,PRT1,11,BUS,12,#637939
208,CSBV,Casa De Saúde Da Boavista,41.164532,-8.632138,PRT1,12,BUS,12,#637939
208,SDP1,Sidónio Pais,41.164563,-8.637004,PRT1,13,BUS,12,#637939
208,ABSS1,Av. Do Bessa,41.165323,-8.643091,PRT1,14,BUS,12,#637939
208,SJBC1,S.joão Bosco,41.166131,-8.647841,PRT2,15,BUS,13,#8C6D31
208,1SJB1,S. João Brito,41.166573,-8.649752,PRT2,16,BUS,13,#8C6D31
208,IRM1,Igreja De Ramalde,41.168195,-8.648773,PRT2,17,BUS,13,#8C6D31
208,CRM1,Casa De Ramalde,41.16828,-8.645873,PRT2,18,BUS,13,#8C6D31
208,BRRM1,Br. Ramalde,41.170415,-8.648508,PRT2,19,BUS,13,#8C6D31
208,BRCP1,Br. Campinas,41.169052,-8.650898,PRT2,20,BUS,13,#8C6D31
208,CSR1,C. Saúde Ramalde,41.169691,-8.65383,PRT2,21,BUS,13,#8C6D31
208,ANTG1,Antunes Guimarães,41.170528,-8.655699,PRT2,22,BUS,13,#8C6D31
208,BFTM1,Br. Fonte Da Moura,41.171022,-8.657982,PRT2,23,BUS,13,#8C6D31
208,REV1,Revilão,41.173215,-8.660376,PRT2,24,BUS,13,#8C6D31
208,LDDM1,Lidador/m.moniz,41.175223,-8.661443,PRT2,25,BUS,13,#8C6D31
208,CSA3,C.saúde De Aldoar,41.175976,-8.666497,PRT2,26,BUS,13,#8C6D31
208,LDSM2,Lidador-soeiro Mendes,41.176386,-8.664087,PRT2,27,BUS,13,#8C6D31
208,MF1,Martim Freitas,41.174165,-8.662503,PRT2,28,BUS,13,#8C6D31
208,VLN1,Vila Nova,41.172602,-8.664359,PRT2,29,BUS,13,#8C6D31
208,ALCF1,Alcaide Faria,41.17123,-8.666958,PRT2,30,BUS,13,#8C6D31
208,ALD1,Aldoar Junta  Freg.,41.170948,-8.670673,PRT2,31,BUS,13,#8C6D31
209,PAST1,Pasteleira,41.155776,-8.654522,PRT2,1,BUS,13,#8C6D31
209,FLUN3,Fluvial (norte),41.153028,-8.655167,PRT2,2,BUS,13,#8C6D31
209,PLM2,Palmeiras,41.152636,-8.651333,PRT2,3,BUS,13,#8C6D31
209,ALX1,Aleixo,41.15257,-8.649493,PRT2,4,BUS,13,#8C6D31
209,MARB,Mocidade Arrábida,41.151474,-8.646334,PRT2,5,BUS,13,#8C6D31
209,LPC,Largo Pinto Correia,41.150722,-8.645194,PRT2,6,BUS,13,#8C6D31
209,TEC,Tv. Entre Campos,41.148889,-8.643222,PRT2,7,BUS,13,#8C6D31
209,FCA,Faculdade Arquitetura,41.15025,-8.637667,PRT1,8,BUS,12,#637939
